date,store_id,segment,treated,period,baseline_sales,observed_sales
2025-10-11,55,suburban,1,pre,40.17288494189594,40.87101126484737
2025-10-12,55,suburban,1,pre,39.37740852295133,31.777689697245748
2025-10-13,55,suburban,1,pre,36.3499294858808,20.26554528443373
2025-10-14,55,suburban,1,pre,36.3499294858808,39.66638981413413
2025-10-15,55,suburban,1,pre,36.3499294858808,43.553028094553675
2025-10-16,55,suburban,1,pre,36.3499294858808,22.660102455239265
2025-10-17,55,suburban,1,pre,38.21363022381306,31.225845183455917
2025-10-18,55,suburban,1,pre,40.17288494189594,45.468651765194224
2025-10-19,55,suburban,1,pre,39.37740852295133,59.423594306841544
2025-10-20,55,suburban,1,pre,36.3499294858808,36.501414222034136
2025-10-21,55,suburban,1,pre,36.3499294858808,31.42462043196621
2025-10-01,56,urban,0,pre,31.559347327459456,30.42578766163987
2025-10-02,56,urban,0,pre,31.559347327459456,41.54782191966643
2025-10-03,56,urban,0,pre,33.17742966585004,29.156473965157282
2025-10-04,56,urban,0,pre,34.878472859756606,29.72627735483422
2025-10-05,56,urban,0,pre,34.1878328240991,31.04137869209554
2025-10-06,56,urban,0,pre,31.559347327459456,26.080922118558338
2025-10-07,56,urban,0,pre,31.559347327459456,32.34320260901422
2025-10-08,56,urban,0,pre,31.559347327459456,43.67629502949021
2025-10-09,56,urban,0,pre,31.559347327459456,33.66590721724257
2025-10-10,56,urban,0,pre,33.17742966585004,31.544495824830072
2025-10-11,56,urban,0,pre,34.878472859756606,32.90114835629102
2025-10-12,56,urban,0,pre,34.1878328240991,25.008897302471595
2025-10-13,56,urban,0,pre,31.559347327459456,37.65597991890463
2025-10-14,56,urban,0,pre,31.559347327459456,31.071853461075776
2025-10-15,56,urban,0,pre,31.559347327459456,30.44049616630939
2025-10-16,56,urban,0,pre,31.559347327459456,59.76925085496421
2025-10-17,56,urban,0,pre,33.17742966585004,35.22022167526849
2025-10-18,56,urban,0,pre,34.878472859756606,30.00942819252221
2025-10-19,56,urban,0,pre,34.1878328240991,31.39341935129178
2025-10-20,56,urban,0,pre,31.559347327459456,39.708249307607566
2025-10-21,56,urban,0,pre,31.559347327459456,32.28245511963125
2025-10-01,57,urban,1,pre,37.386732280888964,28.04079163094222
2025-10-02,57,urban,1,pre,37.386732280888964,44.932514059572995
2025-10-03,57,urban,1,pre,39.303591034847024,34.387291828154225
2025-10-04,57,urban,1,pre,41.31872923871851,60.09793279602358
2025-10-05,57,urban,1,pre,40.500563582512925,50.26582902340106
2025-10-06,57,urban,1,pre,37.386732280888964,34.18720702529726
2025-10-07,57,urban,1,pre,37.386732280888964,48.304231329173824
2025-10-08,57,urban,1,pre,37.386732280888964,37.89756991665895
2025-10-09,57,urban,1,pre,37.386732280888964,44.339264869714086
2025-10-10,57,urban,1,pre,39.303591034847024,43.30475538413414
2025-10-11,57,urban,1,pre,41.31872923871851,34.88456816976623
2025-10-12,57,urban,1,pre,40.500563582512925,35.60926736312693
2025-10-13,57,urban,1,pre,37.386732280888964,45.93870707771438
2025-10-14,57,urban,1,pre,37.386732280888964,34.965463710867695
2025-10-15,57,urban,1,pre,37.386732280888964,34.4871295180027
2025-10-16,57,urban,1,pre,37.386732280888964,30.885640704096577
2025-10-17,57,urban,1,pre,39.303591034847024,42.77850268760372
2025-10-18,57,urban,1,pre,41.31872923871851,62.41595136032892
2025-10-19,57,urban,1,pre,40.500563582512925,32.7142023676662
2025-10-20,57,urban,1,pre,37.386732280888964,37.568268866204264
2025-10-21,57,urban,1,pre,37.386732280888964,49.58855200381833
2025-10-01,58,urban,0,pre,43.65190045147741,42.96210901381543
2025-10-02,58,urban,0,pre,43.65190045147741,47.785449003202004
2025-10-03,58,urban,0,pre,45.88998124652171,37.10560788482694
2025-10-04,58,urban,0,pre,48.24281089770607,52.55752264332634
2025-10-05,58,urban,0,pre,47.28753923852017,45.55033447661973
2025-10-06,58,urban,0,pre,43.65190045147741,53.16460305979116
2025-10-07,58,urban,0,pre,43.65190045147741,55.35262204160796
2025-10-08,58,urban,0,pre,43.65190045147741,73.27060814183596
2025-10-09,58,urban,0,pre,43.65190045147741,49.01730771356689
2025-10-10,58,urban,0,pre,45.88998124652171,48.9797076655804
2025-10-11,58,urban,0,pre,48.24281089770607,50.155274334814294
2025-10-12,58,urban,0,pre,47.28753923852017,44.06269742734196
2025-10-13,58,urban,0,pre,43.65190045147741,46.70931401840089
2025-10-14,58,urban,0,pre,43.65190045147741,41.14763849371591
2025-10-15,58,urban,0,pre,43.65190045147741,45.14768545072034
2025-10-16,58,urban,0,pre,43.65190045147741,56.8130655672194
2025-10-17,58,urban,0,pre,45.88998124652171,37.52240820660117
2025-10-18,58,urban,0,pre,48.24281089770607,60.595615075727565
2025-10-19,58,urban,0,pre,47.28753923852017,61.53892080212583
2025-10-20,58,urban,0,pre,43.65190045147741,42.633192406107575
2025-10-21,58,urban,0,pre,43.65190045147741,28.556250388763374
2025-10-01,59,urban,1,pre,47.77195723148405,42.303693588771345
2025-10-02,59,urban,1,pre,47.77195723148405,61.91965811420139
2025-10-03,59,urban,1,pre,50.22127785477076,49.99210965537127
2025-10-04,59,urban,1,pre,52.796177831789805,43.23188717784582
2025-10-05,59,urban,1,pre,51.750743466387895,46.781312344336754
2025-10-06,59,urban,1,pre,47.77195723148405,56.51820529394717
2025-10-07,59,urban,1,pre,47.77195723148405,53.291961954046904
2025-10-08,59,urban,1,pre,47.77195723148405,45.542792510659126
2025-10-09,59,urban,1,pre,47.77195723148405,44.39265004374016
2025-10-10,59,urban,1,pre,50.22127785477076,46.43656411993393
2025-10-11,59,urban,1,pre,52.796177831789805,43.9018632240976
2025-10-12,59,urban,1,pre,51.750743466387895,71.48688000554
2025-10-13,59,urban,1,pre,47.77195723148405,44.789543345034325
2025-10-14,59,urban,1,pre,47.77195723148405,60.93882564572053
2025-10-15,59,urban,1,pre,47.77195723148405,64.76089888265315
2025-10-16,59,urban,1,pre,47.77195723148405,58.32909224098915
2025-10-17,59,urban,1,pre,50.22127785477076,46.06782356875486
2025-10-18,59,urban,1,pre,52.796177831789805,57.23609990926636
2025-10-19,59,urban,1,pre,51.750743466387895,51.50092029234743
2025-10-20,59,urban,1,pre,47.77195723148405,39.87296105562926
2025-10-21,59,urban,1,pre,47.77195723148405,50.973742891783466
2025-10-01,60,urban,1,pre,28.50062161918039,22.513563279273132
2025-10-02,60,urban,1,pre,28.50062161918039,36.14222234454744
2025-10-03,60,urban,1,pre,29.96187973699398,27.303159791631366
2025-10-04,60,urban,1,pre,31.498058160596244,32.791122701407595
2025-10-05,60,urban,1,pre,30.874354820755457,32.67412474764132
2025-10-06,60,urban,1,pre,28.50062161918039,27.062388982614358
2025-10-07,60,urban,1,pre,28.50062161918039,32.04895759597215
2025-10-08,60,urban,1,pre,28.50062161918039,25.91819332044785
2025-10-09,60,urban,1,pre,28.50062161918039,33.9261247004659
2025-10-10,60,urban,1,pre,29.96187973699398,22.890682778189838
2025-10-11,60,urban,1,pre,31.498058160596244,32.30434735304564
2025-10-12,60,urban,1,pre,30.874354820755457,45.49997143014075
2025-10-13,60,urban,1,pre,28.50062161918039,23.33278920479739
2025-10-14,60,urban,1,pre,28.50062161918039,24.887779606181585
2025-10-15,60,urban,1,pre,28.50062161918039,31.585794177449763
2025-10-16,60,urban,1,pre,28.50062161918039,29.542864854873727
2025-10-17,60,urban,1,pre,29.96187973699398,32.13841096637723
2025-10-18,60,urban,1,pre,31.498058160596244,34.735538400866695
2025-10-19,60,urban,1,pre,30.874354820755457,35.053315132064355
2025-10-20,60,urban,1,pre,28.50062161918039,35.58292424074421
2025-10-21,60,urban,1,pre,28.50062161918039,30.935043328791824
2025-10-01,61,urban,1,pre,35.38806764134689,33.72107996714047
2025-10-02,61,urban,1,pre,35.38806764134689,40.48329546120233
2025-10-03,61,urban,1,pre,37.20245266794764,54.39928867878642
2025-10-04,61,urban,1,pre,39.10986320411046,38.08604498822375
2025-10-05,61,urban,1,pre,38.33543602587776,31.546695030401395
2025-10-06,61,urban,1,pre,35.38806764134689,44.15873805454594
2025-10-07,61,urban,1,pre,35.38806764134689,34.54623107820512
2025-10-08,61,urban,1,pre,35.38806764134689,22.916124326297197
2025-10-09,61,urban,1,pre,35.38806764134689,41.92402394539902
2025-10-10,61,urban,1,pre,37.20245266794764,33.425164814434304
2025-10-11,61,urban,1,pre,39.10986320411046,38.40808693085637
2025-10-12,61,urban,1,pre,38.33543602587776,40.967159467892834
2025-10-13,61,urban,1,pre,35.38806764134689,36.762364828780704
2025-10-14,61,urban,1,pre,35.38806764134689,40.782988848045036
2025-10-15,61,urban,1,pre,35.38806764134689,32.43627570209493
2025-10-16,61,urban,1,pre,35.38806764134689,39.21251086806676
2025-10-17,61,urban,1,pre,37.20245266794764,35.32056441059418
2025-10-18,61,urban,1,pre,39.10986320411046,45.33760348786933
2025-10-19,61,urban,1,pre,38.33543602587776,43.35613379200429
2025-10-20,61,urban,1,pre,35.38806764134689,29.34983576832976
2025-10-21,61,urban,1,pre,35.38806764134689,43.97279355041547
2025-10-01,62,suburban,0,pre,47.27696223252645,42.4713797497449
2025-10-02,62,suburban,0,pre,47.27696223252645,55.56951058699602
2025-10-03,62,suburban,0,pre,49.70090391951595,53.48924379526916
2025-10-04,62,suburban,0,pre,52.24912375434898,75.46431200384207
2025-10-05,62,suburban,0,pre,51.21452178545334,48.97597755798619
2025-10-06,62,suburban,0,pre,47.27696223252645,44.08677104861116
2025-10-07,62,suburban,0,pre,47.27696223252645,47.093698359296155
2025-10-08,62,suburban,0,pre,47.27696223252645,44.49546010634908
2025-10-09,62,suburban,0,pre,47.27696223252645,55.479384474694875
2025-10-10,62,suburban,0,pre,49.70090391951595,35.97272450902469
2025-10-11,62,suburban,0,pre,52.24912375434898,42.32113626803541
2025-10-12,62,suburban,0,pre,51.21452178545334,41.3661343884093
2025-10-13,62,suburban,0,pre,47.27696223252645,57.173164651265715
2025-10-14,62,suburban,0,pre,47.27696223252645,66.56279547593614
2025-10-15,62,suburban,0,pre,47.27696223252645,46.29959791647616
2025-10-16,62,suburban,0,pre,47.27696223252645,45.70733442918124
2025-10-17,62,suburban,0,pre,49.70090391951595,50.402135896352206
2025-10-18,62,suburban,0,pre,52.24912375434898,65.91715860422894
2025-10-19,62,suburban,0,pre,51.21452178545334,42.544581117307345
2025-10-20,62,suburban,0,pre,47.27696223252645,49.58542387231531
2025-10-21,62,suburban,0,pre,47.27696223252645,57.458482665651914
2025-10-01,63,urban,0,pre,32.676876655804755,36.12143750692696
2025-10-02,63,urban,0,pre,32.676876655804755,33.93965229904699
2025-10-03,63,urban,0,pre,34.352255948091965,41.966719460254886
2025-10-04,63,urban,0,pre,36.113533773540446,21.031498305062343
2025-10-05,63,urban,0,pre,35.39843789324304,40.538119585127085
2025-10-06,63,urban,0,pre,32.676876655804755,28.670036563900943
2025-10-07,63,urban,0,pre,32.676876655804755,22.65863719800561
2025-10-08,63,urban,0,pre,32.676876655804755,36.19453757622985
2025-10-09,63,urban,0,pre,32.676876655804755,43.008570117331224
2025-10-10,63,urban,0,pre,34.352255948091965,33.420784235027014
2025-10-11,63,urban,0,pre,36.113533773540446,43.69538985803949
2025-10-12,63,urban,0,pre,35.39843789324304,48.86802726407505
2025-10-13,63,urban,0,pre,32.676876655804755,42.50622698846439
2025-10-14,63,urban,0,pre,32.676876655804755,45.361358022131355
2025-10-15,63,urban,0,pre,32.676876655804755,37.905385138085116
2025-10-16,63,urban,0,pre,32.676876655804755,33.17360135219679
2025-10-17,63,urban,0,pre,34.352255948091965,24.93505212614965
2025-10-18,63,urban,0,pre,36.113533773540446,34.37931908594774
2025-10-19,63,urban,0,pre,35.39843789324304,29.904781164886884
2025-10-20,63,urban,0,pre,32.676876655804755,50.44361790138903
2025-10-21,63,urban,0,pre,32.676876655804755,31.54737957790707
2025-10-01,64,urban,1,pre,59.82140619739958,61.31377433847163
2025-10-02,64,urban,1,pre,59.82140619739958,66.79716471652185
2025-10-03,64,urban,1,pre,62.88851527989573,63.4393321083486
2025-10-04,64,urban,1,pre,66.11287840775631,92.79323775859503
2025-10-05,64,urban,1,pre,64.80375570377359,57.216006189188626
2025-10-06,64,urban,1,pre,59.82140619739958,62.19564934753786
2025-10-07,64,urban,1,pre,59.82140619739958,51.566355927888225
2025-10-08,64,urban,1,pre,59.82140619739958,45.94105022636873
2025-10-09,64,urban,1,pre,59.82140619739958,52.932088448303304
2025-10-10,64,urban,1,pre,62.88851527989573,62.424398506482916
2025-10-11,64,urban,1,pre,66.11287840775631,60.67326250852635
2025-10-12,64,urban,1,pre,64.80375570377359,56.42314034118419
2025-10-13,64,urban,1,pre,59.82140619739958,45.154957176514976
2025-10-14,64,urban,1,pre,59.82140619739958,58.8353253366007
2025-10-15,64,urban,1,pre,59.82140619739958,44.27496907813722
2025-10-16,64,urban,1,pre,59.82140619739958,69.64248186815152
2025-10-17,64,urban,1,pre,62.88851527989573,63.93401338788564
2025-10-18,64,urban,1,pre,66.11287840775631,49.39520033076183
2025-10-19,64,urban,1,pre,64.80375570377359,60.91757644551199
2025-10-20,64,urban,1,pre,59.82140619739958,51.4665601322999
2025-10-21,64,urban,1,pre,59.82140619739958,63.76461815561542
2025-10-01,65,suburban,0,pre,36.84601803467765,48.17487613935973
2025-10-02,65,suburban,0,pre,36.84601803467765,25.32299965655154
2025-10-03,65,suburban,0,pre,38.735153776406314,39.63659350078648
2025-10-04,65,suburban,0,pre,40.72114757881657,39.437652016923394
2025-10-05,65,suburban,0,pre,39.91481483228459,45.65054608158781
2025-10-06,65,suburban,0,pre,36.84601803467765,38.451083679767095
2025-10-07,65,suburban,0,pre,36.84601803467765,31.701173137429663
2025-10-08,65,suburban,0,pre,36.84601803467765,34.56828927567758
2025-10-09,65,suburban,0,pre,36.84601803467765,31.42307145033738
2025-10-10,65,suburban,0,pre,38.735153776406314,48.03591603109982
2025-10-11,65,suburban,0,pre,40.72114757881657,40.89508496286894
2025-10-12,65,suburban,0,pre,39.91481483228459,58.38071958234824
2025-10-13,65,suburban,0,pre,36.84601803467765,36.40169688490193
2025-10-14,65,suburban,0,pre,36.84601803467765,31.978576705751813
2025-10-15,65,suburban,0,pre,36.84601803467765,27.221433940828987
2025-10-16,65,suburban,0,pre,36.84601803467765,25.690457482939717
2025-10-17,65,suburban,0,pre,38.735153776406314,28.21687957700548
2025-10-18,65,suburban,0,pre,40.72114757881657,42.955851726559025
2025-10-19,65,suburban,0,pre,39.91481483228459,44.189736608034224
2025-10-20,65,suburban,0,pre,36.84601803467765,26.85654125998843
2025-10-21,65,suburban,0,pre,36.84601803467765,44.06893960030582
2025-10-01,66,urban,0,pre,28.072178907224938,25.486956234549773
2025-10-02,66,urban,0,pre,28.072178907224938,28.90855620662048
2025-10-03,66,urban,0,pre,29.51147029746225,40.740518471484464
2025-10-04,66,urban,0,pre,31.024555735281616,37.11966468435485
2025-10-05,66,urban,0,pre,30.410228371654526,28.82009485437583
2025-10-06,66,urban,0,pre,28.072178907224938,23.48919589615209
2025-10-07,66,urban,0,pre,28.072178907224938,18.254578607224634
2025-10-08,66,urban,0,pre,28.072178907224938,24.311472239696066
2025-10-09,66,urban,0,pre,28.072178907224938,26.911480061419347
2025-10-10,66,urban,0,pre,29.51147029746225,24.22398131678607
2025-10-11,66,urban,0,pre,31.024555735281616,30.22071504850863
2025-10-12,66,urban,0,pre,30.410228371654526,30.881255694381643
2025-10-13,66,urban,0,pre,28.072178907224938,26.83770535730264
2025-10-14,66,urban,0,pre,28.072178907224938,24.650039310935547
2025-10-15,66,urban,0,pre,28.072178907224938,29.03523074164291
2025-10-16,66,urban,0,pre,28.072178907224938,30.66638615839141
2025-10-17,66,urban,0,pre,29.51147029746225,23.729030067463235
2025-10-18,66,urban,0,pre,31.024555735281616,41.139366578084015
2025-10-19,66,urban,0,pre,30.410228371654526,29.816483702404405
2025-10-20,66,urban,0,pre,28.072178907224938,28.178208641226476
2025-10-21,66,urban,0,pre,28.072178907224938,32.34378535716559
2025-10-01,67,suburban,0,pre,50.627736222790546,53.045116123738865
2025-10-02,67,suburban,0,pre,50.627736222790546,61.25998763708277
2025-10-03,67,suburban,0,pre,53.22347576596915,56.36928431739545
2025-10-04,67,suburban,0,pre,55.95230172143315,49.50195173975384
2025-10-05,67,suburban,0,pre,54.84437191580803,58.95652322963333
2025-10-06,67,suburban,0,pre,50.627736222790546,40.27594253802456
2025-10-07,67,suburban,0,pre,50.627736222790546,51.73898265718441
2025-10-08,67,suburban,0,pre,50.627736222790546,50.29238000535026
2025-10-09,67,suburban,0,pre,50.627736222790546,48.56369335209493
2025-10-10,67,suburban,0,pre,53.22347576596915,51.87267044839269
2025-10-11,67,suburban,0,pre,55.95230172143315,38.40277657851491
2025-10-12,67,suburban,0,pre,54.84437191580803,49.14399151782219
2025-10-13,67,suburban,0,pre,50.627736222790546,51.576624332871354
2025-10-14,67,suburban,0,pre,50.627736222790546,52.27252253193013
2025-10-15,67,suburban,0,pre,50.627736222790546,41.221688783527995
2025-10-16,67,suburban,0,pre,50.627736222790546,65.21184609379006
2025-10-17,67,suburban,0,pre,53.22347576596915,44.75774951145732
2025-10-18,67,suburban,0,pre,55.95230172143315,67.92410730863804
2025-10-19,67,suburban,0,pre,54.84437191580803,59.73621453937975
2025-10-20,67,suburban,0,pre,50.627736222790546,44.48954024381229
2025-10-21,67,suburban,0,pre,50.627736222790546,72.20878766711229
2025-10-01,68,urban,0,pre,65.40109812688554,51.51183993525866
2025-10-02,68,urban,0,pre,65.40109812688554,78.59985730497337
2025-10-03,68,urban,0,pre,68.75428413204688,83.98645307004328
2025-10-04,68,urban,0,pre,72.27939166004558,63.20699702451325
2025-10-05,68,urban,0,pre,70.84816381259607,93.60016153337934
2025-10-06,68,urban,0,pre,65.40109812688554,62.21087018752458
2025-10-07,68,urban,0,pre,65.40109812688554,69.28841878350738
2025-10-08,68,urban,0,pre,65.40109812688554,68.89636486215636
2025-10-09,68,urban,0,pre,65.40109812688554,63.6676956289418
2025-10-10,68,urban,0,pre,68.75428413204688,80.85849922584504
2025-10-11,68,urban,0,pre,72.27939166004558,84.71026555950142
2025-10-12,68,urban,0,pre,70.84816381259607,49.940517868194604
2025-10-13,68,urban,0,pre,65.40109812688554,84.89431227355344
2025-10-14,68,urban,0,pre,65.40109812688554,46.90107759586822
2025-10-15,68,urban,0,pre,65.40109812688554,80.40274280728384
2025-10-16,68,urban,0,pre,65.40109812688554,81.93121687149022
2025-10-17,68,urban,0,pre,68.75428413204688,55.27638390801582
2025-10-18,68,urban,0,pre,72.27939166004558,66.57813309070747
2025-10-19,68,urban,0,pre,70.84816381259607,56.792150204752836
2025-10-20,68,urban,0,pre,65.40109812688554,62.64944629255823
2025-10-21,68,urban,0,pre,65.40109812688554,61.49354392151082
2025-10-01,69,suburban,1,pre,56.81598467789552,66.4035031235261
2025-10-02,69,suburban,1,pre,56.81598467789552,73.83843944874903
2025-10-03,69,suburban,1,pre,59.7290025040146,78.96103229457692
2025-10-04,69,suburban,1,pre,62.7913739478417,56.11393072412812
2025-10-05,69,suburban,1,pre,61.54802143878282,59.0257229898962
2025-10-06,69,suburban,1,pre,56.81598467789552,40.5741055208568
2025-10-07,69,suburban,1,pre,56.81598467789552,48.358581499918
2025-10-08,69,suburban,1,pre,56.81598467789552,68.90908541681549
2025-10-09,69,suburban,1,pre,56.81598467789552,78.48709930590947
2025-10-10,69,suburban,1,pre,59.7290025040146,46.662830740521194
2025-10-11,69,suburban,1,pre,62.7913739478417,55.77495060412717
2025-10-12,69,suburban,1,pre,61.54802143878282,61.2238338151405
2025-10-13,69,suburban,1,pre,56.81598467789552,60.090390582627066
2025-10-14,69,suburban,1,pre,56.81598467789552,48.32248607530351
2025-10-15,69,suburban,1,pre,56.81598467789552,61.84491716406754
2025-10-16,69,suburban,1,pre,56.81598467789552,51.678913575481275
2025-10-17,69,suburban,1,pre,59.7290025040146,59.55660782879935
2025-10-18,69,suburban,1,pre,62.7913739478417,70.04056373352414
2025-10-19,69,suburban,1,pre,61.54802143878282,61.627127832168945
2025-10-20,69,suburban,1,pre,56.81598467789552,52.067477854913506
2025-10-21,69,suburban,1,pre,56.81598467789552,55.58401976997839
2025-10-01,70,suburban,1,pre,76.57691146289827,75.23548709749194
2025-10-02,70,suburban,1,pre,76.57691146289827,71.11465319996252
2025-10-03,70,suburban,1,pre,80.50309367069077,76.44231482723907
2025-10-04,70,suburban,1,pre,84.63057554484884,116.51558588509472
2025-10-05,70,suburban,1,pre,82.954777870248,92.8030498454605
2025-10-06,70,suburban,1,pre,76.57691146289827,72.18263833963157
2025-10-07,70,suburban,1,pre,76.57691146289827,88.03077729136135
2025-10-08,70,suburban,1,pre,76.57691146289827,71.63127042664337
2025-10-09,70,suburban,1,pre,76.57691146289827,96.82648303092773
2025-10-10,70,suburban,1,pre,80.50309367069077,86.6800759446588
2025-10-11,70,suburban,1,pre,84.63057554484884,82.83371674557218
2025-10-12,70,suburban,1,pre,82.954777870248,90.72554856500089
2025-10-13,70,suburban,1,pre,76.57691146289827,55.93108925466625
2025-10-14,70,suburban,1,pre,76.57691146289827,61.12629420115536
2025-10-15,70,suburban,1,pre,76.57691146289827,60.31076507551057
2025-10-16,70,suburban,1,pre,76.57691146289827,78.7977334661805
2025-10-17,70,suburban,1,pre,80.50309367069077,113.84053055179473
2025-10-18,70,suburban,1,pre,84.63057554484884,132.2316942801496
2025-10-19,70,suburban,1,pre,82.954777870248,94.24575963124025
2025-10-20,70,suburban,1,pre,76.57691146289827,84.64487043209878
2025-10-21,70,suburban,1,pre,76.57691146289827,53.414597367232496
2025-10-01,71,urban,0,pre,34.087865883953484,30.58185079845205
2025-10-02,71,urban,0,pre,34.087865883953484,29.118820898966813
2025-10-03,71,urban,0,pre,35.83558814094264,31.65107021673067
2025-10-04,71,urban,0,pre,37.67291803420842,36.427089615947175
2025-10-05,71,urban,0,pre,36.92694427672523,33.599909255757616
2025-10-06,71,urban,0,pre,34.087865883953484,22.944574875800118
2025-10-07,71,urban,0,pre,34.087865883953484,39.58790067274391
2025-10-08,71,urban,0,pre,34.087865883953484,27.50568956746684
2025-10-09,71,urban,0,pre,34.087865883953484,35.7586019651094
2025-10-10,71,urban,0,pre,35.83558814094264,54.25841066663066
2025-10-11,71,urban,0,pre,37.67291803420842,31.345307143017028
2025-10-12,71,urban,0,pre,36.92694427672523,22.262062070174288
2025-10-13,71,urban,0,pre,34.087865883953484,32.192729573314196
2025-10-14,71,urban,0,pre,34.087865883953484,42.4842495655078
2025-10-15,71,urban,0,pre,34.087865883953484,50.43124747908694
2025-10-16,71,urban,0,pre,34.087865883953484,26.656461070381088
2025-10-17,71,urban,0,pre,35.83558814094264,39.57831338396198
2025-10-18,71,urban,0,pre,37.67291803420842,34.32518668640436
2025-10-19,71,urban,0,pre,36.92694427672523,36.152706374091245
2025-10-20,71,urban,0,pre,34.087865883953484,57.84749500733969
2025-10-21,71,urban,0,pre,34.087865883953484,25.237914717754226
2025-10-01,72,urban,0,pre,52.81143753827957,55.56067793111171
2025-10-02,72,urban,0,pre,52.81143753827957,57.98975874826501
2025-10-03,72,urban,0,pre,55.519137842061085,68.98472148221532
2025-10-04,72,urban,0,pre,58.36566490907516,59.52071587908134
2025-10-05,72,urban,0,pre,57.209947310542084,60.84550187649795
2025-10-06,72,urban,0,pre,52.81143753827957,48.83259761701257
2025-10-07,72,urban,0,pre,52.81143753827957,55.731926840335724
2025-10-08,72,urban,0,pre,52.81143753827957,49.308147554800335
2025-10-09,72,urban,0,pre,52.81143753827957,59.802182997658704
2025-10-10,72,urban,0,pre,55.519137842061085,51.56307007779196
2025-10-11,72,urban,0,pre,58.36566490907516,62.93785846773961
2025-10-12,72,urban,0,pre,57.209947310542084,56.87610038768072
2025-10-13,72,urban,0,pre,52.81143753827957,66.15085644232586
2025-10-14,72,urban,0,pre,52.81143753827957,52.27138255215933
2025-10-15,72,urban,0,pre,52.81143753827957,37.04455189848696
2025-10-16,72,urban,0,pre,52.81143753827957,67.9731033146613
2025-10-17,72,urban,0,pre,55.519137842061085,46.32034711686767
2025-10-18,72,urban,0,pre,58.36566490907516,51.212032774817786
2025-10-19,72,urban,0,pre,57.209947310542084,50.784720332675406
2025-10-20,72,urban,0,pre,52.81143753827957,69.52006430420015
2025-10-21,72,urban,0,pre,52.81143753827957,34.45289209696082
2025-10-01,73,suburban,0,pre,46.79776762355844,87.65294480893022
2025-10-02,73,suburban,0,pre,46.79776762355844,57.80335755903044
2025-10-03,73,suburban,0,pre,49.197140477568674,51.44345710695448
2025-10-04,73,suburban,0,pre,51.71953180841891,51.15481901292893
2025-10-05,73,suburban,0,pre,50.69541646265874,53.674944856548734
2025-10-06,73,suburban,0,pre,46.79776762355844,51.938482380863675
2025-10-07,73,suburban,0,pre,46.79776762355844,53.243653725568116
2025-10-08,73,suburban,0,pre,46.79776762355844,52.29790927420828
2025-10-09,73,suburban,0,pre,46.79776762355844,47.64375862024119
2025-10-10,73,suburban,0,pre,49.197140477568674,47.29326126477119
2025-10-11,73,suburban,0,pre,51.71953180841891,50.178208794928096
2025-10-12,73,suburban,0,pre,50.69541646265874,48.75724712473119
2025-10-13,73,suburban,0,pre,46.79776762355844,58.70879356486595
2025-10-14,73,suburban,0,pre,46.79776762355844,52.696384395133585
2025-10-15,73,suburban,0,pre,46.79776762355844,25.991193640207435
2025-10-16,73,suburban,0,pre,46.79776762355844,53.35755910973556
2025-10-17,73,suburban,0,pre,49.197140477568674,51.151035694698486
2025-10-18,73,suburban,0,pre,51.71953180841891,51.52637178734255
2025-10-19,73,suburban,0,pre,50.69541646265874,46.90535325409065
2025-10-20,73,suburban,0,pre,46.79776762355844,58.59550841468586
2025-10-21,73,suburban,0,pre,46.79776762355844,56.56219300215239
2025-10-01,74,suburban,1,pre,77.2812012032994,66.21289283125739
2025-10-02,74,suburban,1,pre,77.2812012032994,83.83588943869968
2025-10-03,74,suburban,1,pre,81.24349311824867,66.89467626046273
2025-10-04,74,suburban,1,pre,85.40893608383922,64.81435459453954
2025-10-05,74,suburban,1,pre,83.7177258379207,73.85526417196866
2025-10-06,74,suburban,1,pre,77.2812012032994,91.82911716490689
2025-10-07,74,suburban,1,pre,77.2812012032994,93.51068822980022
2025-10-08,74,suburban,1,pre,77.2812012032994,85.63275118930628
2025-10-09,74,suburban,1,pre,77.2812012032994,89.34183816707889
2025-10-10,74,suburban,1,pre,81.24349311824867,90.0789394345929
2025-10-11,74,suburban,1,pre,85.40893608383922,75.12507673304893
2025-10-12,74,suburban,1,pre,83.7177258379207,91.27119525331644
2025-10-13,74,suburban,1,pre,77.2812012032994,90.69775803516735
2025-10-14,74,suburban,1,pre,77.2812012032994,89.865040894258
2025-10-15,74,suburban,1,pre,77.2812012032994,98.02606450051869
2025-10-16,74,suburban,1,pre,77.2812012032994,89.04229688563936
2025-10-17,74,suburban,1,pre,81.24349311824867,87.15955241156651
2025-10-18,74,suburban,1,pre,85.40893608383922,105.79262192857347
2025-10-19,74,suburban,1,pre,83.7177258379207,83.27484155904246
2025-10-20,74,suburban,1,pre,77.2812012032994,64.78511065145574
2025-10-21,74,suburban,1,pre,77.2812012032994,74.80145528819214
2025-10-01,75,suburban,1,pre,36.522387497603916,31.467173762900924
2025-10-02,75,suburban,1,pre,36.522387497603916,31.909053352076008
2025-10-03,75,suburban,1,pre,38.39493034687605,37.30105813649748
2025-10-04,75,suburban,1,pre,40.363480521041474,34.447672877806404
2025-10-05,75,suburban,1,pre,39.56423005676791,37.2009062571389
2025-10-06,75,suburban,1,pre,36.522387497603916,25.008168094121004
2025-10-07,75,suburban,1,pre,36.522387497603916,38.11409533960761
2025-10-08,75,suburban,1,pre,36.522387497603916,36.5311939268142
